Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Ford,Model D,2003,3,188777,Petrol,Automatic,17574.43518
BMW,Model B,2005,1.9,77919,Electric,Manual,22047.04066
Ford,Model A,2004,4.4,94499,Electric,Manual,23818.74475
Audi,Model D,2016,1.3,146608,Diesel,Automatic,23236.34595
BMW,Model A,2012,2.6,69936,Petrol,Automatic,27120.45057
BMW,Model A,2019,3.2,51922,Electric,Automatic,29598.60126
BMW,Model D,2016,3.2,25344,Petrol,Manual,33399.59609
Ford,Model D,2018,3.6,123865,Petrol,Manual,29235.61193
Honda,Model D,2000,3.5,113581,Petrol,Automatic,16538.92115
Audi,Model A,2020,3.8,163645,Petrol,Automatic,27818.00489
BMW,Model B,2016,1.8,24780,Diesel,Automatic,29608.31653
Honda,Model C,2021,2.3,58210,Electric,Manual,29751.13511
Audi,Model C,2002,2.3,185334,Petrol,Manual,15958.17233
Audi,Model A,2013,4.3,191041,Electric,Automatic,23972.62262
BMW,Model A,2011,2.4,661,Electric,Automatic,31317.76007
BMW,Model B,2014,1.8,66214,Diesel,Automatic,26831.51065
Ford,Model D,2005,3.2,164139,Diesel,Manual,23500.70289
Honda,Model A,2019,2.5,57146,Petrol,Manual,27758.91602
Honda,Model E,2021,1.9,52452,Petrol,Manual,31317.08772
BMW,Model D,2001,3.5,44505,Diesel,Manual,24308.17295
Audi,Model A,2003,1.7,154779,Electric,Automatic,17002.233
BMW,Model E,2012,3.2,116953,Electric,Automatic,28169.53693
Audi,Model B,2012,2.5,102594,Diesel,Manual,22004.79125
Audi,Model E,2021,2.1,5647,Petrol,Manual,34633.51452
BMW,Model A,2016,4.3,145136,Petrol,Manual,29017.133
Toyota,Model C,2005,2.1,57083,Petrol,Automatic,21026.41031
Honda,Model A,2010,2.2,105010,Diesel,Manual,25526.99628
Audi,Model C,2018,4,176483,Diesel,Automatic,27297.17254
Audi,Model B,2015,1.5,186907,Electric,Automatic,18669.06205
Toyota,Model B,2007,1.4,162267,Diesel,Automatic,18043.9443
Ford,Model D,2000,2,28979,Petrol,Manual,23462.7133
Toyota,Model D,2009,3.1,170611,Electric,Manual,21804.57256
Toyota,Model C,2001,2.3,188824,Petrol,Manual,13804.23632
Audi,Model C,2018,3.1,155064,Petrol,Manual,24858.40843
Honda,Model B,2013,1.6,33288,Electric,Automatic,25408.18968
Toyota,Model E,2002,1.9,136714,Petrol,Automatic,18554.03751
Ford,Model C,2008,3,190948,Electric,Manual,21339.0159
BMW,Model C,2007,1.8,46698,Petrol,Automatic,23262.00009
Toyota,Model E,2010,2.5,3884,Petrol,Automatic,33475.64916
Toyota,Model D,2014,3,116564,Electric,Manual,25695.22129
Ford,Model D,2005,4.4,179457,Petrol,Manual,21177.33336
Honda,Model C,2001,1.3,35509,Petrol,Automatic,19533.34869
Toyota,Model D,2000,2.6,31649,Electric,Manual,22382.99004
Toyota,Model D,2002,2.4,167372,Electric,Automatic,16354.20403
Honda,Model D,2017,3.9,96068,Electric,Manual,31657.66044
Ford,Model B,2013,4.2,98954,Diesel,Automatic,28563.2998
Toyota,Model A,2016,4.2,11036,Petrol,Manual,36061.15152
Honda,Model C,2001,2.3,198766,Electric,Automatic,10967.86159
Toyota,Model C,2018,2.1,84571,Petrol,Manual,26723.36898
BMW,Model B,2021,2.6,9747,Electric,Manual,33571.99093
Audi,Model A,2008,2.2,46692,Petrol,Manual,24555.49237
BMW,Model A,2007,3.5,171302,Petrol,Automatic,17268.05854
Toyota,Model B,2009,1.7,56777,Electric,Manual,25851.11625
Ford,Model E,2008,3.3,62108,Electric,Manual,23556.83659
Audi,Model E,2007,4.2,170878,Diesel,Automatic,21092.74964
BMW,Model A,2006,2,107008,Electric,Manual,20593.5048
Honda,Model E,2021,3.4,50387,Electric,Automatic,37864.81628
Ford,Model E,2005,1.5,192896,Electric,Automatic,14749.25147
BMW,Model E,2001,1.4,136590,Diesel,Automatic,16367.30193
Honda,Model A,2008,1.4,181422,Petrol,Automatic,13760.79595
Toyota,Model E,2008,1.5,6277,Diesel,Automatic,24016.09656
Honda,Model C,2018,1.8,75877,Petrol,Automatic,26414.63564
BMW,Model A,2008,3,117120,Electric,Manual,22076.71423
BMW,Model B,2001,3.7,178630,Electric,Automatic,20002.25
Toyota,Model E,2018,1.4,23613,Electric,Manual,28522.103
Honda,Model D,2015,4,132031,Diesel,Automatic,29115.42135
Honda,Model A,2021,3.9,52100,Diesel,Manual,33153.74451
Toyota,Model B,2013,3.5,180789,Electric,Automatic,22901.46378
Honda,Model C,2019,2.5,137008,Diesel,Automatic,21851.60425
Toyota,Model B,2000,1,159750,Electric,Manual,12870.68993
Ford,Model E,2012,3.6,154114,Diesel,Manual,24466.69251
BMW,Model D,2021,4.1,142714,Electric,Automatic,30176.2121
Ford,Model E,2001,2.2,106940,Diesel,Automatic,22483.80846
Audi,Model B,2021,3.5,19923,Petrol,Manual,35373.40626
Audi,Model A,2013,1.2,182932,Electric,Manual,13308.40874
Audi,Model D,2000,3.5,9227,Diesel,Automatic,23099.60037
Toyota,Model D,2014,1.2,68580,Diesel,Automatic,24884.81719
Honda,Model B,2017,3.1,113767,Electric,Manual,27852.52325
Ford,Model E,2008,3.1,122478,Diesel,Automatic,21450.25556
Ford,Model B,2021,2.1,99590,Petrol,Automatic,26677.98043
Ford,Model D,2007,1.3,75186,Petrol,Manual,24112.06201
Ford,Model B,2006,4.3,141484,Diesel,Manual,25505.34516
Audi,Model D,2008,2.9,99934,Electric,Automatic,26053.6534
Ford,Model E,2008,3,162112,Diesel,Automatic,19637.95427
Honda,Model A,2010,3.2,85947,Diesel,Manual,27503.04607
Audi,Model A,2003,4.1,179914,Petrol,Manual,14569.72541
Ford,Model B,2006,1.2,19500,Diesel,Manual,22593.94236
Toyota,Model D,2020,4.1,169505,Electric,Manual,27621.92826
BMW,Model A,2006,1.8,93066,Petrol,Manual,20444.08185
BMW,Model D,2003,1.3,13024,Diesel,Automatic,22679.53625
BMW,Model E,2011,3.3,29088,Electric,Manual,29303.19652
Audi,Model B,2016,4.4,153900,Petrol,Manual,25849.892
Ford,Model D,2019,1.2,168039,Electric,Manual,21009.28149
Audi,Model B,2002,2.5,119770,Electric,Automatic,20047.95853
Honda,Model D,2008,2.9,180557,Electric,Automatic,20481.30212
Toyota,Model D,2004,1.9,127393,Diesel,Manual,21615.95104
Toyota,Model E,2019,4.4,42440,Petrol,Automatic,35802.78217
BMW,Model B,2015,3.2,98739,Diesel,Manual,30939.05247
BMW,Model C,2007,4,88797,Petrol,Manual,23164.88427
BMW,Model D,2020,2.5,196650,Electric,Manual,25348.90648
Ford,Model D,2015,2.2,178385,Electric,Automatic,23495.84098
Honda,Model A,2018,2.9,128848,Diesel,Automatic,28327.34869
Honda,Model B,2015,2.5,17349,Electric,Automatic,28231.25198
Honda,Model C,2017,3.5,131287,Electric,Manual,28570.54722
Honda,Model E,2014,1.9,142499,Electric,Automatic,21952.92907
BMW,Model C,2017,2.6,20704,Petrol,Manual,32821.72035
Toyota,Model E,2013,4.1,161504,Petrol,Automatic,25451.02835
BMW,Model C,2015,3.6,128245,Diesel,Manual,26149.84776
Honda,Model C,2004,1.6,133777,Petrol,Manual,22074.40408
BMW,Model B,2007,4.1,81598,Electric,Automatic,25133.44864
Honda,Model A,2015,3.1,41732,Electric,Manual,31172.20488
Audi,Model C,2020,3.4,151567,Electric,Automatic,29325.33732
Toyota,Model D,2000,2,130241,Diesel,Manual,15901.30714
Audi,Model D,2010,2.5,31233,Electric,Manual,29716.69674
Ford,Model D,2010,3.8,121124,Electric,Automatic,27270.24202
BMW,Model A,2001,2.2,93267,Diesel,Manual,15863.21161
Ford,Model C,2021,1.6,73658,Petrol,Manual,30254.95657
BMW,Model E,2018,2.3,126160,Petrol,Manual,29837.77064
Audi,Model E,2004,1.2,73785,Petrol,Manual,18186.69362
Honda,Model B,2002,3.5,160728,Diesel,Automatic,16208.81362
Honda,Model A,2007,1.5,136018,Diesel,Automatic,18094.78529
BMW,Model C,2003,2,161279,Electric,Automatic,16371.7496
Honda,Model D,2012,4.1,4743,Electric,Manual,33025.76541
Audi,Model A,2021,2.9,149299,Diesel,Automatic,29929.47233
Honda,Model A,2013,2.1,120138,Diesel,Automatic,22305.09995
Audi,Model C,2000,2.9,49612,Electric,Manual,23381.3981
Ford,Model B,2004,1.8,74696,Electric,Manual,22406.52368
Audi,Model B,2020,1.1,32068,Electric,Automatic,29801.48119
Toyota,Model B,2006,3.1,144593,Petrol,Automatic,19722.2759
Toyota,Model D,2005,3.5,184039,Petrol,Manual,16984.60148
Toyota,Model D,2014,4.1,138364,Electric,Manual,24209.85317
BMW,Model C,2014,3.7,7629,Diesel,Manual,30078.73939
BMW,Model B,2007,4.2,131361,Petrol,Manual,21112.78355
BMW,Model C,2001,4.5,93397,Electric,Automatic,26879.39815
Audi,Model B,2013,3.6,15791,Petrol,Automatic,31548.05815
BMW,Model A,2015,4,173152,Diesel,Manual,29927.71553
Ford,Model E,2009,3.4,64407,Diesel,Manual,27816.59793
Toyota,Model E,2014,1.6,88312,Diesel,Automatic,21711.51521
Audi,Model B,2003,1.6,163318,Electric,Automatic,15137.88931
Toyota,Model C,2011,1.4,25308,Electric,Automatic,27286.49382
BMW,Model D,2009,4.3,121356,Petrol,Automatic,26654.15827
Audi,Model B,2001,3.4,151032,Electric,Manual,17875.2578
Honda,Model B,2003,3.8,122673,Electric,Automatic,23743.39696
Ford,Model D,2019,2.2,80986,Electric,Manual,26744.74174
BMW,Model B,2005,2.6,105152,Petrol,Manual,21785.30231
BMW,Model A,2013,1.1,170755,Electric,Automatic,20739.79847
Ford,Model D,2002,4.1,176703,Diesel,Manual,18613.38634
Ford,Model A,2014,4,4937,Electric,Manual,34739.00559
Honda,Model E,2000,3.7,76519,Electric,Manual,22313.23066
BMW,Model D,2018,1.2,141302,Diesel,Manual,23726.50835
BMW,Model D,2000,1.6,96422,Petrol,Automatic,18206.33775
Toyota,Model C,2012,2.2,31994,Electric,Automatic,27203.0325
Audi,Model C,2007,1.9,142782,Electric,Automatic,21932.23463
Audi,Model D,2017,3.9,129272,Electric,Manual,29344.5322
Toyota,Model E,2021,1.7,192851,Electric,Manual,24358.27342
Audi,Model B,2002,2.9,44477,Diesel,Automatic,25841.96183
Ford,Model C,2017,3,31881,Electric,Manual,33082.90235
Audi,Model E,2019,2.5,194976,Petrol,Automatic,21846.16733
Audi,Model E,2008,1.8,122822,Diesel,Automatic,21900.75855
Toyota,Model C,2005,4.4,178601,Diesel,Manual,21875.23126
Honda,Model B,2019,2.4,189483,Petrol,Automatic,22419.32071
Audi,Model C,2001,3.5,128941,Electric,Manual,22333.83088
Audi,Model E,2003,1.6,4437,Electric,Automatic,21418.96036
Honda,Model A,2017,3.9,69456,Electric,Manual,30722.23762
Toyota,Model C,2006,1.8,145785,Petrol,Manual,17470.00087
Honda,Model E,2010,3.4,66663,Diesel,Automatic,24915.44852
Toyota,Model C,2004,2.8,55753,Electric,Automatic,23776.05664
Ford,Model E,2007,1.5,74718,Petrol,Manual,20436.96232
Toyota,Model B,2010,1.1,85406,Petrol,Manual,22382.48007
Ford,Model E,2019,4.3,64388,Electric,Manual,37333.71027
Ford,Model D,2019,1.4,37495,Petrol,Manual,29346.70867
Toyota,Model A,2014,3.5,173457,Electric,Automatic,25291.09619
BMW,Model E,2002,3.3,136581,Electric,Automatic,19732.20698
Toyota,Model C,2006,2.2,157105,Electric,Manual,17913.53953
Audi,Model C,2007,1.6,167294,Diesel,Manual,18796.33832
Audi,Model E,2010,1.6,50203,Petrol,Manual,22812.15219
BMW,Model D,2009,3,30487,Diesel,Automatic,29969.41588
Ford,Model E,2019,2.9,194500,Electric,Automatic,23027.29375
BMW,Model B,2008,4.1,117275,Petrol,Manual,28032.81086
Audi,Model D,2014,3.2,150713,Electric,Manual,24129.5602
BMW,Model E,2019,3.9,195729,Petrol,Manual,24863.83192
Toyota,Model A,2021,1.1,4867,Electric,Automatic,31660.263
BMW,Model D,2004,3.3,74599,Petrol,Automatic,20724.50084
Ford,Model E,2014,1.8,55984,Electric,Manual,24652.91142
Toyota,Model A,2003,1.9,155753,Electric,Manual,17460.5092
Honda,Model E,2004,3.5,47455,Diesel,Manual,27981.59276
Audi,Model B,2014,3.8,61138,Diesel,Automatic,29367.71639
Audi,Model C,2016,2.3,118108,Petrol,Manual,28244.86789
BMW,Model E,2007,3.8,153056,Petrol,Manual,21621.20885
Toyota,Model D,2018,2.6,195393,Diesel,Automatic,23794.63418
Honda,Model E,2008,4,175626,Electric,Manual,22599.98929
Toyota,Model E,2009,1.1,81774,Electric,Automatic,24672.79277
Audi,Model E,2004,1.3,8182,Petrol,Manual,24959.57376
Toyota,Model E,2009,3.7,98272,Petrol,Automatic,25579.81799
Honda,Model D,2021,3.2,9192,Electric,Automatic,40311.06161
BMW,Model D,2000,3,77159,Diesel,Automatic,21028.71697
Ford,Model E,2021,3.1,40256,Petrol,Manual,33717.84636
Toyota,Model C,2003,4.3,5097,Electric,Manual,29510.07049
Ford,Model E,2020,3.3,167952,Petrol,Automatic,26360.9543
Audi,Model D,2004,3.3,116081,Diesel,Manual,24564.19595
BMW,Model B,2006,3.7,67407,Petrol,Automatic,25838.44754
BMW,Model E,2004,4,148545,Electric,Automatic,22867.68862
Toyota,Model E,2019,1.9,78709,Diesel,Automatic,22879.70024
BMW,Model E,2007,3.2,160880,Electric,Manual,21118.90318
Toyota,Model E,2016,3,147075,Diesel,Automatic,24973.77179
Toyota,Model A,2000,1.5,118854,Electric,Manual,16200.10158
Ford,Model E,2021,2.8,178076,Petrol,Manual,23880.3501
BMW,Model D,2017,1.2,27708,Diesel,Automatic,28149.07816
Toyota,Model D,2011,1.6,37307,Diesel,Manual,26201.90324
Ford,Model A,2002,4.2,199923,Diesel,Manual,17690.49211
Honda,Model E,2019,1.4,184116,Petrol,Manual,23288.25807
Ford,Model C,2013,3,43524,Diesel,Automatic,29452.31224
Ford,Model E,2015,2.1,66929,Petrol,Manual,28627.2453
Toyota,Model D,2017,2.9,63804,Petrol,Automatic,32063.11488
Audi,Model B,2009,1.8,27668,Diesel,Automatic,27829.66926
Audi,Model B,2014,2.6,10937,Electric,Manual,29888.86553
Audi,Model C,2009,4,17104,Diesel,Automatic,29850.70132
Ford,Model E,2000,2.3,4326,Electric,Manual,26592.65075
Toyota,Model A,2018,2.2,69133,Electric,Automatic,27107.48266
BMW,Model E,2001,2.6,37727,Diesel,Manual,21973.43559
Ford,Model C,2012,1.4,40526,Diesel,Manual,25451.42361
Ford,Model C,2015,2.4,28341,Electric,Automatic,28169.07385
Toyota,Model C,2007,1,60493,Diesel,Automatic,21700.9511
Honda,Model B,2002,2.8,65295,Diesel,Automatic,24765.45696
Ford,Model E,2020,4,152320,Petrol,Automatic,25558.76882
Honda,Model E,2018,2.9,154129,Electric,Automatic,25060.89188
Honda,Model A,2013,3.1,111833,Petrol,Manual,26347.16529
Audi,Model C,2010,1.1,32700,Diesel,Manual,27694.26552
Toyota,Model C,2011,4,6243,Diesel,Automatic,29200.36454
Honda,Model D,2010,2.3,39060,Petrol,Automatic,28384.99184
Toyota,Model D,2010,4.4,81280,Petrol,Manual,28409.40721
Audi,Model B,2021,1.4,130202,Diesel,Manual,26114.73517
Toyota,Model E,2020,4.3,24970,Electric,Manual,38806.91704
Ford,Model A,2017,3.2,375,Petrol,Automatic,33617.87018
Honda,Model A,2009,1.2,104050,Electric,Manual,20632.22224
Toyota,Model C,2015,4.4,152333,Diesel,Automatic,27953.33001
BMW,Model A,2007,1,149595,Electric,Automatic,17422.94646
Toyota,Model C,2005,3.6,174490,Electric,Automatic,17798.10566
Honda,Model E,2018,4.1,174711,Diesel,Manual,27788.29369
Audi,Model A,2012,1.6,153618,Diesel,Automatic,21387.30142
Audi,Model C,2014,2.2,177687,Diesel,Manual,18288.4345
Honda,Model E,2012,3,92312,Electric,Automatic,28113.17283
Ford,Model E,2000,3.4,161643,Petrol,Manual,19548.17837
Ford,Model C,2020,4.1,90524,Diesel,Manual,33179.77328
Audi,Model C,2001,3.7,137417,Diesel,Automatic,17340.0721
Audi,Model B,2012,2.3,186354,Petrol,Automatic,18984.66459
Honda,Model E,2001,3.9,80010,Diesel,Automatic,18648.19072
Ford,Model C,2010,4.4,63255,Diesel,Manual,28921.87447
Audi,Model E,2012,1.8,178199,Petrol,Manual,17863.09442
Ford,Model A,2009,1.3,38923,Electric,Manual,24017.94126
Audi,Model D,2021,2.5,88198,Electric,Manual,32093.07462
Toyota,Model D,2014,4.1,15271,Electric,Automatic,32431.79706
BMW,Model C,2000,1.5,129104,Diesel,Manual,16367.02938
Toyota,Model C,2013,4.1,148834,Petrol,Automatic,26083.13486
Audi,Model E,2009,4.5,115781,Electric,Manual,24903.12549
BMW,Model C,2017,1.2,62030,Petrol,Manual,29616.8424
BMW,Model E,2010,2.7,23519,Electric,Automatic,29878.96872
Audi,Model C,2006,2.2,131782,Electric,Automatic,17593.81593
Audi,Model E,2014,2.4,28026,Diesel,Manual,30295.64582
Ford,Model C,2002,2.6,89381,Electric,Manual,20315.86971
Audi,Model B,2001,3.6,118174,Electric,Automatic,21816.40597
Honda,Model E,2021,3.1,4892,Petrol,Manual,32773.16924
Audi,Model B,2007,4.4,118187,Diesel,Manual,24693.9625
Honda,Model B,2007,2.2,35995,Diesel,Automatic,25807.6877
Audi,Model B,2010,2.9,148186,Electric,Automatic,20215.30064
Ford,Model B,2015,3.8,128835,Diesel,Automatic,28176.18637
Honda,Model A,2001,2.3,88340,Petrol,Manual,19013.2385
Toyota,Model D,2021,2.6,105736,Diesel,Automatic,29501.02289
Honda,Model A,2004,3.4,170032,Electric,Automatic,21337.469
Ford,Model C,2006,4,125220,Diesel,Automatic,29152.00143
Honda,Model C,2019,2.5,187412,Diesel,Manual,24285.34555
Audi,Model D,2012,2.9,17851,Electric,Automatic,29531.08004
Audi,Model D,2001,4.4,34326,Diesel,Manual,30446.0797
Ford,Model D,2002,1.1,43479,Diesel,Manual,22293.15546
BMW,Model B,2008,2.6,38025,Electric,Automatic,29851.45034
Audi,Model A,2009,3.2,23365,Electric,Manual,29208.24076
Toyota,Model C,2012,1,71060,Petrol,Automatic,25079.81092
Ford,Model A,2020,3.1,110948,Electric,Manual,29749.28365
Honda,Model A,2012,1.2,172572,Electric,Automatic,18884.35533
Honda,Model A,2004,4,68410,Diesel,Manual,25800.50644
Toyota,Model D,2006,3.8,189351,Electric,Manual,20965.26045
Audi,Model D,2016,1.1,106325,Diesel,Manual,24032.59528
Ford,Model C,2014,1.2,126526,Electric,Automatic,24850.91262
Toyota,Model C,2004,3.6,72493,Petrol,Automatic,25726.43755
Audi,Model C,2006,2.3,19076,Petrol,Manual,26049.10564
Ford,Model A,2001,3,11261,Diesel,Automatic,25259.57906
Honda,Model D,2017,1.9,169064,Diesel,Manual,21996.47464
Ford,Model B,2009,1.6,193134,Diesel,Automatic,14873.92892
BMW,Model A,2000,2,158546,Petrol,Automatic,17074.41371
Ford,Model E,2013,1.9,78247,Petrol,Manual,27379.54817
BMW,Model A,2018,2.6,39534,Electric,Automatic,29009.31178
Ford,Model D,2015,3.6,10090,Electric,Automatic,31024.84276
BMW,Model E,2018,2.9,194390,Diesel,Manual,25480.50786
Honda,Model A,2005,3.1,32771,Petrol,Manual,25421.01318
Audi,Model D,2011,2.6,78292,Electric,Automatic,23805.44459
BMW,Model D,2002,2.1,70295,Petrol,Manual,17476.2338
BMW,Model B,2006,1.5,93737,Petrol,Automatic,19388.6524
Honda,Model A,2002,2.2,168473,Diesel,Automatic,16237.55133
BMW,Model D,2016,3.3,138433,Petrol,Automatic,26113.12692
Toyota,Model C,2014,3.6,51559,Diesel,Automatic,27969.34704
Honda,Model D,2018,2.6,133639,Electric,Automatic,25341.38305
Toyota,Model B,2018,3.3,189512,Petrol,Manual,26234.55413
Honda,Model D,2010,1.7,75713,Diesel,Manual,26780.40673
BMW,Model A,2020,4,35917,Petrol,Automatic,35297.25775
Toyota,Model A,2019,4,155283,Petrol,Automatic,30801.47591
BMW,Model E,2001,2.1,105142,Electric,Manual,19884.88195
Honda,Model A,2006,2.9,197965,Diesel,Manual,16740.1123
BMW,Model E,2018,3.1,88148,Petrol,Manual,31667.84781
Toyota,Model C,2006,2.7,87535,Petrol,Automatic,25271.86686
Toyota,Model B,2009,4.2,122958,Electric,Manual,24783.77002
BMW,Model C,2011,3.6,157222,Petrol,Manual,23874.31737
Ford,Model E,2017,3.4,122161,Diesel,Automatic,27061.5184
Honda,Model D,2005,2.8,194579,Diesel,Manual,14857.01552
Honda,Model D,2019,1.3,1605,Diesel,Manual,33065.99871
BMW,Model C,2020,1.4,110747,Petrol,Manual,29468.20129
Ford,Model D,2007,2,72820,Petrol,Automatic,22736.05278
Toyota,Model E,2004,1.7,185199,Diesel,Automatic,14071.10379
Audi,Model B,2002,4.3,54721,Petrol,Automatic,27999.90898
Audi,Model A,2001,2.4,180251,Electric,Manual,17639.67654
BMW,Model E,2021,4.1,46029,Diesel,Manual,33666.2805
Ford,Model E,2005,3.9,17736,Electric,Manual,28693.55559
Ford,Model A,2006,3.8,134806,Electric,Automatic,26818.56081
Honda,Model A,2007,1.8,7531,Petrol,Automatic,29366.12057
Toyota,Model B,2003,2.6,33186,Petrol,Manual,22192.48583
Ford,Model B,2011,2.1,45077,Diesel,Manual,23663.23633
Audi,Model B,2011,4.4,41220,Petrol,Manual,31941.03384
Toyota,Model D,2016,4.1,84027,Electric,Automatic,32424.6489
Toyota,Model E,2021,1.9,175016,Petrol,Manual,25987.86925
BMW,Model A,2021,2.1,193948,Diesel,Manual,25092.99956
Ford,Model E,2018,2.9,71842,Petrol,Manual,30775.14737
BMW,Model E,2008,2,48241,Electric,Automatic,23739.05808
Ford,Model B,2011,3.9,194913,Electric,Manual,21287.97375
Honda,Model B,2020,3.9,135363,Diesel,Automatic,31640.00509
BMW,Model E,2016,3.5,80496,Diesel,Automatic,28564.58683
BMW,Model B,2009,3.4,74632,Petrol,Manual,23233.68274
Audi,Model D,2018,2.9,100530,Petrol,Automatic,29061.29391
BMW,Model A,2010,2.2,40428,Diesel,Automatic,26949.81254
Ford,Model E,2019,3.9,12612,Electric,Manual,39516.78136
Audi,Model A,2021,4,188983,Petrol,Automatic,28117.85921
BMW,Model D,2012,1.2,58269,Diesel,Manual,21833.75072
BMW,Model B,2003,2.4,158886,Diesel,Manual,19794.41958
Honda,Model C,2014,1.1,56673,Electric,Manual,25267.73947
BMW,Model D,2011,3.9,77207,Diesel,Manual,28119.97667
Toyota,Model C,2009,1.6,50767,Petrol,Automatic,21834.98685
Audi,Model A,2021,3.4,198457,Petrol,Automatic,27396.31752
Toyota,Model E,2006,2.3,47901,Diesel,Automatic,24517.4851
Audi,Model B,2001,3.9,34711,Diesel,Manual,25723.43868
Honda,Model D,2020,2.8,51522,Electric,Manual,33899.3092
BMW,Model B,2006,2.1,171548,Electric,Automatic,19740.18745
BMW,Model C,2007,2.1,106537,Diesel,Manual,22014.43759
BMW,Model C,2020,2.1,143933,Petrol,Manual,27080.42444
Audi,Model E,2018,3.8,24218,Electric,Automatic,35083.0089
BMW,Model C,2005,3.5,198428,Diesel,Automatic,21922.5373
Toyota,Model E,2020,2.1,128449,Electric,Manual,24964.14135
BMW,Model D,2007,2.7,8632,Electric,Manual,25296.98747
Honda,Model E,2021,1.3,29884,Electric,Manual,28228.9011
Toyota,Model C,2019,3.9,47388,Electric,Automatic,34965.23589
BMW,Model A,2003,1.9,41063,Electric,Manual,22020.08545
BMW,Model E,2019,4.1,197176,Electric,Automatic,24628.68434
Ford,Model B,2008,3.1,131382,Petrol,Automatic,22243.95733
Audi,Model A,2004,3,34675,Electric,Automatic,29581.01761
Toyota,Model E,2005,1.6,9899,Diesel,Manual,25060.00526
Ford,Model B,2018,1.2,116379,Diesel,Automatic,27530.94782
Honda,Model A,2011,2.9,105636,Electric,Automatic,22411.6084
Audi,Model E,2004,2.6,4502,Electric,Automatic,26558.94983
Toyota,Model D,2004,1.4,148036,Diesel,Manual,17423.63886
BMW,Model B,2017,3.9,51167,Electric,Automatic,34125.65133
Toyota,Model D,2005,2.5,187867,Diesel,Manual,16600.49371
BMW,Model C,2008,1.9,128057,Diesel,Manual,22370.41259
Audi,Model E,2010,3.8,72398,Petrol,Manual,28963.75442
BMW,Model E,2013,4.2,4055,Petrol,Automatic,33873.49763
Honda,Model B,2001,2.1,149316,Diesel,Automatic,15377.40682
BMW,Model E,2013,3.7,11876,Electric,Manual,29335.53415
Honda,Model C,2018,3.3,105722,Diesel,Automatic,25480.51798
